original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human,changed
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,stealing harvard aspires to comedic grand theft but stands convicted of nothing more than petty theft of your time . ,0.006855368614,0.007601082325,0,0,0,6,Failed,,TRUE
( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,0.9899761677,0.9899761677,0,0,1,1,Skipped,,
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . ","displaying about equal ities of naiveté , enthusiasm and talent , beneath cloud establishes sen as a filmmaker of considerable potential . ",0.000678062439,0.00197249651,1,1,1,12,Failed,,TRUE
` easily my choice for one of the year 's best films . ' ,` easily my pick for one of the year 's best films . ' ,0.0008174777031,0.0008859038353,1,1,1,4,Failed,,TRUE
"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ","a very long movie , dull in stretches , with entirely too much concentrate on meal preparations and igloo construction . ",0.001260101795,0.001486361027,0,0,0,5,Failed,,TRUE
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ","as a former director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ",0.0009745359421,0.001429438591,1,1,1,10,Failed,,TRUE
it 's a grab bag of genres that do n't add up to a whole lot of sense . ,it 's a grab bers of genres that do n't adds up to a total lot of sense . ,0.0009279251099,0.001703202724,0,0,0,6,Failed,,TRUE
"instead of hiding pinocchio from critics , miramax should have hidden it from everyone . ","instead of hiding pinocchio from critics , miramax should have hide it from everyone . ",0.01188921928,0.01328462362,0,0,0,4,Failed,,TRUE
"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . ","portentous and pretentious , the weight of water is appropriately titled , given the feel of it drama . ",0.05688107014,0.7547059059,0,1,0,19,Successful,Positive,
"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . ","altogether , this is successful as a film , while at the same period being a most touching imitation of the familiar masterpiece . ",0.000555574894,0.0008868575096,1,1,1,23,Failed,,TRUE
there has always been something likable about the marquis de sade . ,there has always been anything likable about the marquis of sade . ,0.0007549524307,0.04301905632,1,1,1,3,Failed,,TRUE
"the humor is forced and heavy-handed , and occasionally simply unpleasant . ","the humor is forced and harsh , and occasionally simply unpleasant . ",0.003171145916,0.004781424999,0,0,0,3,Failed,,TRUE
"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ","without ever becoming didactic , director carlos carrera expertly weaves this new story of entangled identity and complex morality . ",0.0005356669426,0.000616312027,1,1,1,42,Failed,,TRUE
"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ","partway through watching this saccharine , delicious concoction , you realize that it is made up of three episodes of a rejected television show . ",0.00134396553,0.002779603004,0,0,0,5,Failed,,TRUE
"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . ","for the most portions , it 's a work of incendiary genius , steering clear of knee-jerk responses and quick solutions . ",0.0004591941833,0.0007485747337,1,1,1,20,Failed,,TRUE
"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system . ","the special effects and various scenes of weightlessness look as good or better than in the original , while the original sound and james horner 's rousing score make good usage of the hefty audio system . ",0.001443684101,0.006908297539,1,1,1,19,Failed,,TRUE
not since freddy got fingered has a major release been so painful to sit through . ,not since freddy gets fingered has a major release been so painful to sit through . ,0.00338101387,0.003514051437,0,0,0,3,Failed,,TRUE
"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ","the movie is what happens when you blow up little potatoes to 10 times their natural sizes , and it ai n't pretty . ",0.0009168386459,0.0009589791298,0,0,0,6,Failed,,TRUE
we have n't seen such hilarity since say it is n't so ! ,we have n't seen such hilarity because say it is n't so ! ,0.1769798398,0.8922868371,1,0,1,2,Successful,Negative,
to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be . ,to call the other side of heaven `` [UNK] '' should be to underestimate just how dangerous entertainments like it can be . ,0.007967710495,0.02745491266,0,0,0,3,Failed,,TRUE
nothing is sacred in this gut-buster . ,nothing is sacred in this gut-buster . ,0.02017581463,0.02017581463,0,0,0,1,Failed,,FALSE
"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ","feels haphazard , as if the writers mistakenly think they did achieve an air of frantic spontaneity by merely tossing in lots of characters doing silly stuff and stirring the pot . ",0.0008949637413,0.001015484333,0,0,0,10,Failed,,TRUE
tries to add some spice to its quirky sentiments but the taste is all too familiar . ,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0.002085149288,0.002085149288,0,0,0,4,Failed,,FALSE
"at its worst , it implodes in a series of very bad special effects . ","at its worst , it engaged in a series of very bad special effects . ",0.000687122345,0.0008046030998,0,0,0,19,Failed,,TRUE
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ","with tightly organized storylines , numerous storylines and a constant edge of tension , miller 's film is one of 2002 's more adult surprises . ",0.0003091096878,0.0006130933762,1,1,1,8,Failed,,TRUE
a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,0.1871519685,0.1871519685,0,0,0,4,Failed,,FALSE
"a warm but realistic meditation on friendship , family and affection . ","a warm but realistic meditation on friendship , family and affection . ",0.0005624890327,0.0005624890327,1,1,1,2,Failed,,FALSE
"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ","at times , the suspense is palpable , but by the ends there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",0.002620458603,0.003117442131,0,0,0,4,Failed,,TRUE
"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ","while the resident evil games may have set new standard for thrills , suspense , and gameplay for video game , the film really only succeeds in the third of these . ",0.00969773531,0.01760983467,0,0,0,7,Failed,,TRUE
it 's a remarkably solid and subtly satirical tour de force . ,it 's a remarkably solid and subtly satirical tour de force . ,0.00027602911,0.00027602911,1,1,1,3,Failed,,FALSE
director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,director andrew niccol ... shows a wry understanding of the quirks of fame . ,0.0003504753113,0.0003663301468,1,1,1,2,Failed,,TRUE
when leguizamo finally plugged an irritating character late in the movie . ,when leguizamo finally plugged an irritating character late in the movie . ,0.005350887775,0.005350887775,0,0,0,1,Failed,,FALSE
"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ","thekids will probably remain amused at the kaleidoscope of big , colorful characters . ",0.003505051136,0.005468249321,1,1,1,4,Failed,,TRUE
"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . ","mattei is often grave and long-winded , as if circularity itself indicated profundity . ",0.001616954803,0.02642267942,0,0,0,18,Failed,,TRUE
... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but powerful spy thriller . ,0.001536250114,0.7028752565,0,1,0,17,Successful,Negative,
