original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ","what really makes it special is that it pull us into its world , gives us a hero whose suffering and triumphs we can share , wraps him with interesting characters and dispatch us out of the cinema feeling we 've exchanged a great adventure . ",0.0002475380898,0.0002712607384,1,1,1,23,Failed,
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ","with the exception of some fleetingly entertaining improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ",0.002023160458,0.002395391464,0,0,0,19,Failed,
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ","having had the good sense to cast actors who are , ordinarily speaking , worshipped by the movie-going public , khouri then got resplendent performances from them all . ",0.0003755092621,0.002167284489,1,1,1,43,Failed,
... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,... a monotonous parades of speaking heads and technical gibberish that will do little to headway the linux cause . ,0.0006963014603,0.001027584076,0,0,0,18,Failed,
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ","it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that frightful sabrina remake . ",0.1136945486,0.6863577366,0,1,0,14,Successful,
if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,if you enjoying more considerate comedies with interesting disputed personage ; this one is for you . ,0.0005593895912,0.001092910767,1,1,1,18,Failed,
"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ","the most irretrievably monotonous cinema of the annum , noteworthy only for the gimmick of being filmed as a exclusive unbroken 87-minute take . ",0.002238631248,0.008558988571,0,0,0,33,Failed,
it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,it deserve to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,0.2230945826,0.9025366306,1,0,1,3,Successful,
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ","in an endeavors , i suspects , not to offend by appears either too grave or too lighthearted , it offends by just being wishy-washy . ",0.004318833351,0.01138031483,0,0,0,19,Failed,
no way i can believe this load of junk . ,no way i can believe this payload of junk . ,0.001829385757,0.00356400013,0,0,0,16,Failed,
"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ","there is a frame of complex conceptions here , and sentiments that severely deepen them . ",0.0003836154938,0.7485314012,1,0,1,15,Successful,
"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ","this tenth characteristic is a gargantuan treating , indeed -- at slightest the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",0.0005198121071,0.018704772,1,1,1,35,Failed,
"not only unfunny , but downright repellent . ","not only unfunny , but utterly repellent . ",0.001681447029,0.001735031605,0,0,0,2,Failed,
"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . ","cooperation hard to creating rounded character , but then has nothing fresh or specially interesting to say about them . ",0.001181066036,0.005265474319,0,0,0,15,Failed,
just one bad idea after another . ,just one bad thought after another . ,0.001490294933,0.002678215504,0,0,0,10,Failed,
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,... turns so unforgivably trite in its final 10 minutes that nobody without a barricaded sweet tooth will possibly go into sugar shock . ,0.001480162144,0.00205975771,0,0,0,23,Failed,
"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","his comedy premises are traditionally hackneyed or just plain crude , calculating to provoke amazed smile , without following up on a deeper level . ",0.008280277252,0.09163087606,0,0,0,35,Failed,
"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ","( næs ) geared the stages version of elling , and get alright performances from his two leads who originated the characters on stage . ",0.0006478428841,0.008511662483,1,1,1,13,Failed,
"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","a swashbuckling histories of love , disloyalty , revengeful and above all , faith . ",0.000364780426,0.001231133938,1,1,1,17,Failed,
"for movie lovers as well as opera lovers , tosca is a real treat . ","for movies lovebirds as well as opera lovers , tosca is a real processing . ",0.000433743,0.002382576466,1,1,1,20,Failed,
"the film is quiet , threatening and unforgettable . ","the movie is quiet , endangering and unforgettable . ",0.003642976284,0.1986680031,1,1,1,5,Failed,
there is no pleasure in watching a child suffer . ,there is no gladness in watching a child suffer . ,0.00852817297,0.06359523535,0,0,0,6,Failed,
"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ","jason x is favourably anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ",0.09763258696,0.6177846193,0,1,0,4,Successful,
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,stealing harvard aspires to comedic grand larceny but standing sentenced of anything more than trivial theft of your time . ,0.006855368614,0.01601499319,0,0,0,34,Failed,
( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,0.9899761677,0.9899761677,0,0,1,1,Skipped,
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . ","exhibiting about equal monies of naiveté , passion and talent , beneath clouds prescribes sen as a filmmaker of prodigious potential . ",0.000678062439,0.309156239,1,1,1,36,Failed,
` easily my choice for one of the year 's best films . ' ,` conveniently my picks for one of the year 's best film . ' ,0.0008174777031,0.0814704299,1,1,1,13,Failed,
"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ","a very long films , boring in stretches , with abundantly too much focus on supper preparation and igloo construction . ",0.001260101795,0.002709209919,0,0,0,25,Failed,
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ","as a first-time director , paxton has bugged something in himself as an actor that provides frailty with its dark soul . ",0.0009745359421,0.9881113768,1,0,1,2,Successful,
it 's a grab bag of genres that do n't add up to a whole lot of sense . ,it 's a grab handbag of genres that do n't adds up to a whole batch of sense . ,0.0009279251099,0.004562914371,0,0,0,22,Failed,
