idx,text,label,llm_label,llm_explanation,different_label,features,transforms
155,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0,0,"The sentiment of the text is negative. The phrase 'nightmare date' implies a negative experience, and the use of words like 'half-formed wit', 'lack of critical distance', and 'sad trust' suggest a lack of quality and a misguided approach, both of which are negative.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
156,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",1,1,"The sentiment of the text is positive. The use of the word 'transcend' implies that the plot has been elevated to a higher level, which is a positive evaluation. The addition of the phrase 'something far richer' further reinforces the positive sentiment of the text.",0,"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
157,it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0,2,"The sentiment of the text is neutral. The phrase 'it takes talent' implies that the movie was skillfully made, but the use of 'lifeless' and 'heinous' suggests that the movie was not particularly enjoyable or uplifting.",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
158,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0,2,"The sentiment of the text is neutral. The text is describing the experience of watching a movie, without expressing any particular opinion or emotion.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
159,"like leon , it 's frustrating and still oddly likable . ",1,2,"The sentiment of the text is neutral. The use of words like 'frustrating' and 'oddly likable' suggest that the subject matter is neither positive nor negative, but rather a mix of both.",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
160,"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0,0,"The sentiment of the text is negative. The use of words like 'silly', 'fails', 'much suspense', and 'pretensions' all suggest a negative evaluation of the subject matter being discussed.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
161,not exactly the bees knees ,0,0,"The sentiment of the text is negative. The phrase 'not exactly the bees knees' is a colloquial expression meaning that something is not the best, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
162,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ",0,2,The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment.,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
163,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0,0,The sentiment of the text is negative. The use of the phrase 'dog like this' implies that the film is of low quality and not worth the money. The comparison to renting a pedigree instead suggests that the film is not worth the cost of admission.,0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
164,a woman 's pic directed with resonance by ilya chaiken . ,1,1,"The sentiment of the text is positive. The use of the word 'resonance' implies that the film has a strong impact and is well-received, suggesting a positive evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
165,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0,2,"The sentiment of the text is neutral. The text does not contain any words that would suggest a positive or negative sentiment. It simply states facts about the film, without any evaluation.",1,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
166,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, but rather is making an objective statement about the necessity of characters in a story to adhere to certain standards.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
167,the end result is a film that 's neither . ,0,2,"The sentiment of the text is neutral. The phrase 'the end result is a film that's neither' implies that the film is neither good nor bad, suggesting a neutral sentiment.",1,"[0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
168,manages to be sweet and wickedly satisfying at the same time . ,1,1,"The sentiment of the text is positive. The use of the words 'sweet' and 'wickedly satisfying' indicate that the subject matter is enjoyable and pleasing, suggesting a positive evaluation.",0,"[0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
169,leigh 's film is full of memorable performances from top to bottom . ,1,1,"The sentiment of the text is positive. The phrase 'full of memorable performances from top to bottom' implies that the film is well-crafted and contains a number of strong performances, suggesting a positive evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
170,"it 's also , clearly , great fun . ",1,1,"The sentiment of the text is positive. The use of the word 'great' implies that the subject matter is enjoyable and entertaining, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
171,rarely has leukemia looked so shimmering and benign . ,0,1,"The sentiment of the text is positive. The use of words like 'shimmering' and 'benign' suggest that the subject matter is attractive and harmless, which has a positive connotation.",1,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
172,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,1,1,"The sentiment of the text is positive. The use of phrases like 'can't wait' and 'whole life' suggest that the speaker is highly anticipating the movie and the sequel, indicating a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
173,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, so the sentiment is neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
174,if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,1,1,"The sentiment of the text is positive. The use of the phrase 'enjoy' and the suggestion to 'rent this movie' imply that the movie is enjoyable and worth watching, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
175,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",1,1,"The sentiment of the text is positive. The use of the words 'bleakly funny' and 'touching' suggest that the characters are strong and resilient despite their difficult circumstances. The fact that they refuse to pity or memorialize themselves is seen as a sign of strength, which is a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
176,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0,0,"The sentiment of the text is negative. The use of words like 'same old', 'tarted up', and 'hollywood playas' suggests that the subject matter is unoriginal and uninspired, implying a negative evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
177,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0,0,"The sentiment of the text is negative. The use of words like 'glib', 'soullessness', 'raunchy', and 'brutal' suggest that the subject matter is unpleasant and unappealing. The phrase 'raise the bar on stylized screen violence' implies that the violence is excessive and over-the-top, further contributing to the negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
178,it made me want to wrench my eyes out of my head and toss them at the screen . ,0,0,"The sentiment of the text is negative. The phrase 'wrench my eyes out of my head' implies a violent reaction, suggesting that the speaker was displeased with what they saw. The addition of 'toss them at the screen' further emphasizes the negative sentiment.",0,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
179,the film 's performances are thrilling . ,1,1,"The sentiment of the text is positive. The use of the word 'thrilling' implies that the performances of the film are exciting and captivating, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
180,"unfortunately , it 's not silly fun unless you enjoy really bad movies . ",0,0,The sentiment of the text is negative. The use of the word 'unfortunately' and the phrase 'really bad movies' indicate that the speaker has a negative opinion of the subject matter.,0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
181,it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,0,"The sentiment of the text is negative. The phrase 'bad thing' implies that the movie is not good, and the comparison to a blooper reel suggests that the movie is lacking in substance, which is a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
182,"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0,2,"The sentiment of the text is neutral. The speaker expresses sympathy for the families, but also acknowledges that the movie does not do a good job in conveying the issue. This suggests a neutral stance on the matter.",1,"[0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
183,"the lower your expectations , the more you 'll enjoy it . ",0,2,"The sentiment of the text is neutral. The phrase 'the lower your expectations' implies that the subject matter is not particularly impressive, but the phrase 'the more you'll enjoy it' suggests that it is still enjoyable. Therefore, the overall sentiment is neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
184,"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0,0,"The sentiment of the text is negative. The use of words like 'disjointed', 'haphazard', and 'fitfully entertaining' suggest that the script and the actors' efforts to bring it to life are inadequate and unsuccessful.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
185,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",1,1,"The sentiment of the text is positive. The phrase 'must-see' implies that the movie is highly recommended, and the use of words like 'intelligent' and 'stylish' suggest that the movie is well-crafted and enjoyable. This implies a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0
 0 0 1 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
186,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1,1,"The sentiment of the text is positive. The use of the word 'brilliant' to describe Pacino implies that his performance is highly praised, and the comparison of his weariness to both physical and existential exhaustion suggests that his performance is deep and meaningful. This implies a positive evaluation of his work.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
187,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,1,1,"The sentiment of the text is positive. The use of words like 'veritable source of sincere passion' and 'orbits around' indicate that the subject is seen in a positive light, despite being a 'Hollywood contrivance.' The focus on De Niro as the source of the passion further suggests a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
188,"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0,0,"The sentiment of the text is negative. The use of words like 'misogynistic', 'filth', and 'attempts to pass itself off' suggest that the subject matter is not viewed favorably, indicating a negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
189,"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0,0,"The sentiment of the text is negative. The phrase 'why did it have to seem like it took another thousand to tell it to us' implies that the story was too long or drawn out, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
190,"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0,0,"The sentiment of the text is negative. The phrase 'try as I may' implies that the speaker has attempted to find a good reason to see the movie, but has been unsuccessful. The fact that the speaker's group extemporaneously shouted 'thank you' suggests that they were surprised by the speaker's opinion, which further indicates that the sentiment is negative.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
191,the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,1,1,"The sentiment of the text is positive. The use of words like 'beautiful', 'engages', 'epic struggle', and 'all too rare' indicate that the movie is well-crafted and engaging, suggesting a positive evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
192,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1,1,"The sentiment of the text is positive. The use of words like 'celebration' and 'let it all hang out' implies that the subject matter is being praised and celebrated, suggesting a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
193,"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",1,1,"The sentiment of the text is positive. The use of words like 'bring us' and 'soul' suggest that the character is being portrayed in a positive light, and the fact that Morton is able to do this even though the character is 'deadpan' implies a high level of skill and talent.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
