idx,text,label,features,transforms,is_changed,old_text,llm_label,llm_explanation,diff_html,alignment_score,grammar_score,fluency_score,different_label
67,"""These won't be closed centres, but centres from which migrants can't leave,” says French EU Affairs Minister of planned ""controlled centers” to process asylum claims of people disembarked in EU territories after being rescued at sea",0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 1 1 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,"""These will not be closed centres, but centres from which migrants cannot leave,” says French EU Affairs Minister of planned ""controlled centers” to process asylum claims of people disembarked in EU territories after being rescued at sea",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>""These w</span><del style=""background:#ffe6e6;"">ill </del><ins style=""background:#e6ffe6;"">o</ins><span>n</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">'</ins><span>t be closed centres, but centres from which migrants can</span><del style=""background:#ffe6e6;"">no</del><ins style=""background:#e6ffe6;"">'</ins><span>t leave,” says French EU Affairs Minister of planned ""controlled centers” to process asylum claims of people disembarked in EU territories after being rescued at sea</span>",1.1025789,1,1.022221657,0
68,Tհe Immiɡrantѕ. Danϲe. Arts. Netwoⲅ𝒌 іs deԁicɑteԁ to prоmo𝚝inɡ dance made and peⲅfoⲅmed Ьy aոd witհ immiɡⲅan𝚝 ɑr𝚝iѕts in New York. Learn more and ϳoiո thе netwоrk today: #DancеᏎAll #Immigraո𝚝sDaոcеArtѕ #NYC,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,The Immigrants. Dance. Arts. Network is dedicated to promoting dance made and performed by and with immigrant artists in New York. Learn more and join the network today: #Dance4All #ImmigrantsDanceArts #NYC,0,"The text is not an example of hate speech. It promotes dance made and performed by immigrant artists in New York, and encourages people to join the network. It does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>T</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">հ</ins><span>e Immi</span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">ɡ</ins><span>rant</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>. Dan</span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">ϲ</ins><span>e. Arts. Netwo</span><del style=""background:#ffe6e6;"">rk</del><ins style=""background:#e6ffe6;"">ⲅ𝒌</ins><span> </span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>s de</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ԁ</ins><span>ic</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>te</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ԁ</ins><span> to pr</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>mo</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>in</span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">ɡ</ins><span> dance made and pe</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>fo</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>med </span><del style=""background:#ffe6e6;"">b</del><ins style=""background:#e6ffe6;"">Ь</ins><span>y a</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>d wit</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">հ</ins><span> immi</span><del style=""background:#ffe6e6;"">gr</del><ins style=""background:#e6ffe6;"">ɡⲅ</ins><span>an</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span> </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>r</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>i</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>ts in New York. Learn more and </span><del style=""background:#ffe6e6;"">j</del><ins style=""background:#e6ffe6;"">ϳ</ins><span>oi</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span> th</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span> netw</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>rk today: #Danc</span><del style=""background:#ffe6e6;"">e4</del><ins style=""background:#e6ffe6;"">еᏎ</ins><span>All #Immigra</span><del style=""background:#ffe6e6;"">nt</del><ins style=""background:#e6ffe6;"">ո𝚝</ins><span>sDa</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>c</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>Art</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span> #NYC</span>",0.6474532,0,0.188492578,0
69,Tomorrow ɑt 2PM EDT @user and @սѕer will be hоѕtiոg a Faϲebook livе еveոt 𝚏rom tհе bоrdеr iո Texas tо address the ѕeрara𝚝ion o𝚏 iｍmiɡrant fɑmiⅼіeѕ. Tunе іո heⲅe &gt;&gt;,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,Tomorrow at 2PM EDT @user and @user will be hosting a Facebook live event from the border in Texas to address the separation of immigrant families. Tune in here &gt;&gt;,0,"The text is not an example of hate speech. It does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes. Rather, it is an announcement of an event to address the separation of immigrant families.","<span>Tomorrow </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>t 2PM EDT @user and @</span><del style=""background:#ffe6e6;"">us</del><ins style=""background:#e6ffe6;"">սѕ</ins><span>er will be h</span><del style=""background:#ffe6e6;"">os</del><ins style=""background:#e6ffe6;"">оѕ</ins><span>ti</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>g a Fa</span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">ϲ</ins><span>ebook liv</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span> </span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>ve</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>t </span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">𝚏</ins><span>rom t</span><del style=""background:#ffe6e6;"">he</del><ins style=""background:#e6ffe6;"">հе</ins><span> b</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>rd</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>r i</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span> Texas t</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span> address the </span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>e</span><del style=""background:#ffe6e6;"">p</del><ins style=""background:#e6ffe6;"">р</ins><span>ara</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>ion o</span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">𝚏</ins><span> i</span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">ｍ</ins><span>mi</span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">ɡ</ins><span>rant f</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>mi</span><del style=""background:#ffe6e6;"">li</del><ins style=""background:#e6ffe6;"">ⅼі</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>. Tun</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span> </span><del style=""background:#ffe6e6;"">in</del><ins style=""background:#e6ffe6;"">іո</ins><span> he</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>e &amp;gt;&amp;gt;</span>",1.3918406,0.111111111,0.300882904,0
70,"Look. He’ss cared of a woman as he hides in an embassy from child rape charges. Suck your own 8=D, Gay Richard Bra…",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,"Look. He’s scared of a woman as he hides in an embassy from child rape charges. Suck your own 8=D, Gay Richard Bra…",1,The text is hate speech. It contains derogatory language and attacks on an individual based on their sexual orientation and gender. The use of words like 'Gay Richard Bra' and 'Suck your own 8=D' are homophobic and offensive.,"<span>Look. He’s</span><del style=""background:#ffe6e6;""> </del><span>s</span><ins style=""background:#e6ffe6;""> </ins><span>cared of a woman as he hides in an embassy from child rape charges. Suck your own 8=D, Gay Richard Bra…</span>",1.2770499,0.5,0.674472672,1
71,Illegal Alien Mexico Accused of Raping 11-Year-Old Girl = #DeathPenalty#NoAmnesty this depraved Alien Rape Now!,1,"[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0
 0 0 1 0 1 0 1]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl #BuildTheWall @user = #DeathPenalty#NoAmnesty #NoDACA #ProtectChildrenStop this depraved Illegal Alien Child Rape Culture Now!,1,"The text is hate speech. The use of words like 'Illegal Alien Mexico' and 'depraved Alien Rape' indicates that the author is attacking an individual on the basis of their nationality and immigration status, and is advocating for extreme punishment without due process.","<span>Illegal Alien </span><del style=""background:#ffe6e6;"">from </del><span>Mexico Accused of Raping 11-Year-Old Girl </span><del style=""background:#ffe6e6;"">#BuildTheWall @user </del><span>= #DeathPenalty#NoAmnesty </span><del style=""background:#ffe6e6;"">#NoDACA #ProtectChildrenStop </del><span>this depraved </span><del style=""background:#ffe6e6;"">Illegal </del><span>Alien </span><del style=""background:#ffe6e6;"">Child </del><span>Rap</span><del style=""background:#ffe6e6;"">e Cultur</del><span>e Now!</span>",7.573424,1,0.843431046,0
72,@user This Real the is HYSTERICAL WOMAN:,1,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,@user This is the Real HYSTERICAL WOMAN:,1,The text is hate speech. The use of words like 'HYSTERICAL WOMAN' is derogatory and attacks a woman on the basis of gender stereotypes.,"<span>@user This </span><del style=""background:#ffe6e6;"">is</del><ins style=""background:#e6ffe6;"">Real</ins><span> the </span><del style=""background:#ffe6e6;"">Real</del><ins style=""background:#e6ffe6;"">is</ins><span> HYSTERICAL WOMAN:</span>",0.7596103,0,0.296049134,0
73,Encouraging men to have sex while denying women’s rights to their body also promotes rape culture since women can have no say sustain or options,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,Encouraging men to have sex while denying women’s rights to their body also promotes rape culture since women can have no say or options,0,"The text is not an example of hate speech. It is a statement about gender and sexual rights, and does not attack a group or an individual on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Encouraging men to have sex while denying women’s rights to their body also promotes rape culture since women can have no say </span><ins style=""background:#e6ffe6;"">sustain </ins><span>or options</span>",1.5461923,0,0.582906688,0
74,Im at my admirer crib in east orange right and her Windows all-embracing overt all I see is YOU PUSSY BITCH SUCK MY peter THATS WHY I bang YOUR COUSIN my nigga,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,Im at my friends crib in east orange right and her windows wide open- all I hear is YOU PUSSY BITCH SUCK MY DICK THATS WHY I FUCKED YOUR COUSIN my nigga,1,The text is hate speech. The use of derogatory terms like 'PUSSY BITCH' and 'my nigga' indicates that the author is attacking someone on the basis of their gender and race. The use of profanity and sexual language further reinforces the hateful nature of the text.,"<span>Im at my </span><del style=""background:#ffe6e6;"">fr</del><ins style=""background:#e6ffe6;"">adm</ins><span>i</span><ins style=""background:#e6ffe6;"">r</ins><span>e</span><del style=""background:#ffe6e6;"">nds</del><ins style=""background:#e6ffe6;"">r</ins><span> crib in east orange right and her </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">W</ins><span>indows </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">all-embrac</ins><span>i</span><del style=""background:#ffe6e6;"">de</del><ins style=""background:#e6ffe6;"">ng</ins><span> o</span><del style=""background:#ffe6e6;"">p</del><ins style=""background:#e6ffe6;"">v</ins><span>e</span><del style=""background:#ffe6e6;"">n-</del><ins style=""background:#e6ffe6;"">rt</ins><span> all I </span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">se</ins><span>e</span><del style=""background:#ffe6e6;"">ar</del><span> is YOU PUSSY BITCH SUCK MY </span><del style=""background:#ffe6e6;"">DICK</del><ins style=""background:#e6ffe6;"">peter</ins><span> THATS WHY I </span><del style=""background:#ffe6e6;"">FUCKED</del><ins style=""background:#e6ffe6;"">bang</ins><span> YOUR COUSIN my nigga</span>",2.005545,1.25,0.331022022,0
75,"This Mexican woman is seeking asylum the way the #Trump administration wants, the legal way, and it is working. #RuleOfLaw  #NationOfLaws #LegalImmigration",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,"This Mexican woman is seeking asylum the way the #Trump administration wants, the legal way, and it's working. #RuleOfLaw  #NationOfLaws #LegalImmigration",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>This Mexican woman is seeking asylum the way the #Trump administration wants, the legal way, and it</span><del style=""background:#ffe6e6;"">'</del><ins style=""background:#e6ffe6;""> i</ins><span>s working. #RuleOfLaw  #NationOfLaws #LegalImmigration</span>",0.89098716,1,0.955615069,0
76,bitch stfu w the happening digit & move to me in real amount implement,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,bitch stfu w the twitter fingers & step to me in real life hoe,1,The text is hate speech. The use of derogatory language like 'bitch' and 'stfu' is an attack on an individual. The use of 'digit' and 'real amount implement' is likely an attempt to mock or belittle the person's intelligence or language skills.,"<span>bitch stfu w the </span><del style=""background:#ffe6e6;"">tw</del><ins style=""background:#e6ffe6;"">happen</ins><span>i</span><del style=""background:#ffe6e6;"">tter</del><ins style=""background:#e6ffe6;"">ng</ins><span> </span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">d</ins><span>i</span><del style=""background:#ffe6e6;"">n</del><span>g</span><del style=""background:#ffe6e6;"">ers</del><ins style=""background:#e6ffe6;"">it</ins><span> &amp; </span><del style=""background:#ffe6e6;"">st</del><ins style=""background:#e6ffe6;"">mov</ins><span>e</span><del style=""background:#ffe6e6;"">p</del><span> to me in real </span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">amount </ins><span>i</span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">mpl</ins><span>e</span><del style=""background:#ffe6e6;""> ho</del><ins style=""background:#e6ffe6;"">m</ins><span>e</span><ins style=""background:#e6ffe6;"">nt</ins>",29.439337,1,0.233712551,0
